Order_ID,Customer_ID,Product_ID,Region_ID,Order_Date_ID,Ship_Date_ID,Sales,Profit,Quantity,Discount,Sales_ID
US-2014-122021,AC-10660,OFF-PA-10002230,437,974,259,7.967999935,2.888400078,2,0.200000003,79
US-2014-122021,AC-10660,FUR-CH-10003761,437,974,259,183.371994,-7.858799934,2,0.300000012,80
CA-2016-134544,AC-10660,TEC-PH-10003800,528,1254,887,84.78399658,-20.13619995,2,0.200000003,81
US-2017-136784,AD-10180,OFF-PA-10000675,530,722,597,163.9600067,80.3404007,4,0,82
US-2014-152030,AD-10180,FUR-CH-10004063,247,872,365,600.5579834,-8.579400063,3,0.300000012,83
CA-2017-143245,AD-10180,OFF-PA-10001972,178,1085,853,19.44000053,9.331199646,3,0,84
CA-2017-143245,AD-10180,FUR-CH-10000155,178,1085,853,897.1500244,251.2019958,3,0,85
CA-2014-128062,AD-10180,OFF-PA-10001583,451,1225,1383,5.880000114,1.984500051,1,0.200000003,86
CA-2017-160416,AD-10180,TEC-AC-10004114,629,950,631,163.9600067,70.50279999,4,0,87
CA-2017-127432,AD-10180,OFF-PA-10001667,213,397,187,11.96000004,5.381999969,2,0,88
CA-2017-127432,AD-10180,OFF-ST-10004459,213,397,187,1126.02002,56.30099869,3,0,89
CA-2017-127432,AD-10180,OFF-ST-10004507,213,397,187,51.45000076,13.89150047,3,0,90
CA-2017-127432,AD-10180,TEC-CO-10003236,213,397,187,2999.949951,1379.977051,5,0,91
CA-2015-120439,AD-10180,FUR-FU-10001867,450,182,588,51.0719986,5.107200146,6,0.200000003,92
CA-2015-124268,AD-10180,OFF-AR-10004817,400,35,374,15.47999954,4.489200115,3,0,93
CA-2016-168921,AG-10495,OFF-BI-10004209,327,785,368,19.29599953,6.03000021,3,0.200000003,94
CA-2017-132976,AG-10495,OFF-ST-10000876,452,909,222,59.7120018,5.971199989,6,0.200000003,95
CA-2017-132976,AG-10495,OFF-LA-10002043,452,909,222,24.84000015,8.694000244,3,0.200000003,96
CA-2017-132976,AG-10495,OFF-PA-10000673,452,909,222,11.64799976,4.07679987,2,0.200000003,97
CA-2015-118738,AG-10495,OFF-PA-10001166,247,147,560,10.36800003,3.628799915,2,0.200000003,98
CA-2015-118738,AG-10495,OFF-PA-10003177,247,147,560,15.55200005,5.443200111,3,0.200000003,99
CA-2015-118738,AG-10495,FUR-TA-10002607,247,147,560,347.3609924,-69.47219849,7,0.300000012,100
CA-2015-104241,AG-10495,FUR-FU-10001473,5,1389,814,192.2200012,69.19920349,14,0,101
CA-2015-142692,AG-10495,OFF-BI-10004140,545,1425,866,3.592000008,1.122499943,1,0.200000003,102
CA-2015-111948,AG-10495,OFF-ST-10003282,150,608,608,418.3200073,117.1296005,7,0,103
CA-2015-111948,AG-10495,OFF-AP-10002311,150,608,608,123.8580017,46.79079819,2,0.100000001,104
CA-2015-162201,AG-10495,FUR-FU-10001185,516,1305,545,173.2079926,45.46709824,7,0.200000003,105
CA-2015-162201,AG-10495,OFF-BI-10002429,516,1305,545,18.26399994,-13.39360046,2,0.699999988,106
CA-2015-162201,AG-10495,OFF-ST-10000046,516,1305,545,516.960022,-6.461999893,4,0.200000003,107
CA-2015-162201,AG-10495,OFF-PA-10002581,516,1305,545,173.4880066,54.21500015,7,0.200000003,108
CA-2015-162201,AG-10495,OFF-AR-10003856,516,1305,545,4.447999954,0.333600014,2,0.200000003,109
CA-2015-162201,AG-10495,OFF-LA-10001982,516,1305,545,9,3.150000095,3,0.200000003,110
CA-2017-132976,AG-10495,OFF-PA-10004470,452,909,222,18.1760006,5.90719986,4,0.200000003,111
CA-2015-156146,AG-10495,TEC-PH-10001527,446,1226,560,68.72000122,-14.60299969,2,0.200000003,112
CA-2015-156146,AG-10495,TEC-PH-10001700,446,1226,560,105.5839996,9.238599777,2,0.200000003,113
CA-2015-162201,AG-10495,OFF-PA-10001215,516,1305,545,42.24000168,13.19999981,10,0.200000003,114
CA-2017-161557,AG-10900,FUR-FU-10004622,130,871,632,108.4000015,-105.6900024,5,0.600000024,115
CA-2015-136728,AG-10900,OFF-EN-10002621,92,1097,402,7.823999882,2.934000015,1,0.200000003,116
CA-2015-136728,AG-10900,FUR-CH-10003817,92,1097,402,170.0720062,-12.14799976,4,0.300000012,117
CA-2015-115399,AG-10900,OFF-LA-10003190,451,1262,1114,6.912000179,2.505599976,3,0.200000003,118
CA-2017-110198,AG-10900,OFF-LA-10004409,122,179,378,4.607999802,1.497599959,2,0.200000003,119
CA-2015-130785,AG-10900,FUR-BO-10003159,527,163,518,293.1990051,-20.69639969,3,0.150000006,120
CA-2017-110198,AG-10900,FUR-BO-10001798,122,179,378,314.3519897,-15.71759987,3,0.200000003,121
US-2014-119137,AG-10900,TEC-AC-10003911,588,303,995,1023.935974,179.188797,8,0.200000003,122
CA-2015-130785,AG-10900,FUR-BO-10000330,527,163,518,411.3320007,-4.83920002,4,0.150000006,123
CA-2015-130785,AG-10900,OFF-BI-10001900,527,163,518,28.75200081,9.703800201,6,0.200000003,124
US-2014-119137,AG-10900,OFF-BI-10001982,588,303,995,8.159999847,-5.711999893,5,0.699999988,125
US-2014-119137,AG-10900,TEC-AC-10002076,588,303,995,479.0400085,-29.94000053,10,0.200000003,126
CA-2016-158435,AG-10900,FUR-FU-10003975,605,120,1032,173.2400055,17.3239994,4,0,127
US-2014-119137,AG-10900,OFF-AR-10000658,588,303,995,9.239999771,0.924000025,1,0.200000003,128
CA-2016-158435,AG-10900,OFF-LA-10002475,605,120,1032,14.61999989,6.871399879,2,0,129
CA-2016-158435,AG-10900,OFF-SU-10000381,605,120,1032,65.16999817,18.89929962,7,0,130
CA-2017-116939,AG-10900,OFF-ST-10001476,490,422,1143,177.5500031,47.93849945,5,0,131
CA-2016-160108,AG-10900,FUR-CH-10002335,161,1269,246,680.0100098,176.802597,3,0,132
CA-2016-160108,AG-10900,FUR-BO-10003450,161,1269,246,405.8599854,32.46879959,7,0,133
CA-2015-148376,AG-10900,OFF-LA-10002381,323,954,1357,21.55999947,10.34879971,7,0,134
CA-2015-148376,AG-10900,OFF-AP-10000240,323,954,1357,106.9599991,31.01840019,2,0,135
CA-2017-107958,AH-10120,OFF-BI-10001787,246,786,1314,5.231999874,-8.109600067,4,0.800000012,136
CA-2017-107958,AH-10120,OFF-PA-10000357,246,786,1314,163.9600067,59.4355011,5,0.200000003,137
CA-2017-150987,AH-10120,OFF-PA-10001878,529,186,674,244.5500031,114.9384995,5,0,138
CA-2016-145261,AH-10120,OFF-BI-10001670,517,610,633,45.24000168,-30.15999985,4,0.699999988,139
CA-2017-150987,AH-10120,OFF-PA-10002923,529,186,674,195.7599945,97.87999725,4,0,140
CA-2017-131632,AH-10120,OFF-AR-10003651,130,321,385,5.248000145,0.590399981,2,0.200000003,141
CA-2016-145261,AH-10120,FUR-TA-10002530,517,610,633,377.4500122,-264.2149963,5,0.5,142
CA-2016-145261,AH-10120,OFF-LA-10000407,517,610,633,15.93599987,5.179200172,4,0.200000003,143
CA-2016-145261,AH-10120,OFF-PA-10003036,517,610,633,11.64799976,3.785599947,2,0.200000003,144
CA-2016-145261,AH-10120,TEC-AC-10000991,517,610,633,112.776001,-8.458200455,3,0.200000003,145
CA-2016-145261,AH-10120,TEC-PH-10004833,517,610,633,28.68000031,-7.170000076,3,0.200000003,146
CA-2016-145261,AH-10120,OFF-AR-10004078,517,610,633,18.68799973,2.335999966,4,0.200000003,147
CA-2016-135594,AH-10120,TEC-AC-10003038,30,1057,856,50.11999893,-0.62650001,7,0.200000003,148
CA-2014-123295,AH-10120,FUR-CH-10002372,588,387,387,259.1359863,-25.91360092,4,0.200000003,149
CA-2017-151211,AH-10120,OFF-BI-10002735,329,1158,1132,102.9300003,48.3771019,3,0,150
CA-2017-151211,AH-10120,TEC-AC-10004510,329,1158,1132,98.16000366,9.815999985,6,0,151
US-2017-148831,AH-10210,OFF-ST-10002974,329,909,573,348.5599976,104.5680008,8,0,152
CA-2017-147956,AH-10210,OFF-ST-10001097,545,1078,660,1003.619995,0,6,0,153
CA-2017-166919,AH-10210,TEC-PH-10001305,131,82,435,195.9600067,19.59600067,5,0.200000003,154
CA-2017-104080,AH-10210,OFF-AR-10001972,10,319,731,3.359999895,0.873600006,2,0,155
CA-2017-104080,AH-10210,OFF-BI-10003876,10,319,731,171.1999969,64.19999695,5,0.200000003,156
CA-2015-155040,AH-10210,TEC-AC-10004469,57,60,1161,79.90000153,35.15599823,2,0,157
CA-2015-165050,AH-10210,TEC-PH-10001336,399,996,703,773.9400024,224.4425964,6,0,158
CA-2015-165050,AH-10210,OFF-BI-10003727,399,996,703,6.688000202,2.340800047,2,0.200000003,159
CA-2017-146983,AH-10210,OFF-BI-10003650,232,669,1424,1577.939941,757.4111938,3,0,160
CA-2014-153983,AH-10210,TEC-PH-10004586,530,416,983,575.9199829,71.98999786,2,0.200000003,161
CA-2014-153983,AH-10210,OFF-FA-10003495,530,416,983,30.39999962,15.19999981,5,0,162
CA-2016-166485,AH-10210,OFF-PA-10004996,391,1331,12,16.49600029,5.567399979,2,0.200000003,163
CA-2015-165050,AH-10210,OFF-BI-10001031,399,996,703,21.36000061,7.209000111,5,0.200000003,164
CA-2016-126165,AH-10465,FUR-TA-10001676,528,1253,875,71.08799744,-1.777199984,2,0.200000003,165
CA-2017-145275,AH-10465,OFF-LA-10001569,139,1306,548,14.93999958,6.872399807,3,0,166
CA-2015-151547,AH-10465,OFF-SU-10000898,36,594,619,88.95999908,10.00800037,8,0.200000003,167
CA-2017-115546,AH-10465,OFF-ST-10002214,400,825,228,22.57999992,5.870800018,2,0,168
CA-2017-115546,AH-10465,TEC-PH-10002834,400,825,228,539.9699707,134.9924927,3,0,169
CA-2015-141243,AH-10465,FUR-BO-10003272,130,504,277,1352.397583,-437.5404053,9,0.319999993,170
CA-2015-141243,AH-10465,OFF-AR-10001246,130,504,277,7.056000233,0.793799996,3,0.200000003,171
CA-2015-141243,AH-10465,TEC-AC-10003198,130,504,277,398.3999939,84.66000366,5,0.200000003,172
CA-2015-165554,AJ-10780,OFF-PA-10003724,322,926,194,10.85999966,5.321400166,2,0,173
CA-2014-108609,AJ-10780,FUR-TA-10003954,321,311,1376,1421.66394,-734.5264282,8,0.400000006,174
CA-2016-123617,AJ-10780,OFF-BI-10002976,434,634,43,7.434000015,-5.699399948,6,0.699999988,175
CA-2014-149020,AJ-10780,FUR-FU-10000965,562,563,145,51.93999863,21.29540062,1,0,176
CA-2014-149020,AJ-10780,OFF-LA-10004272,562,563,145,2.890000105,1.358299971,1,0,177
CA-2014-141313,AJ-10780,OFF-PA-10003302,45,365,1240,141.7599945,66.62719727,4,0,178
CA-2014-141313,AJ-10780,OFF-AP-10002651,45,365,1240,1737.180054,503.782196,6,0,179
CA-2014-141313,AJ-10780,OFF-ST-10000689,45,365,1240,704.25,84.51000214,5,0,180
US-2017-133361,AJ-10780,FUR-CH-10003298,34,825,773,261.9599915,23.57640076,2,0,181
US-2017-133361,AJ-10780,OFF-AR-10001919,34,825,773,3.75999999,1.090399981,2,0,182
US-2017-133361,AJ-10780,OFF-AR-10003338,34,825,773,37.20000076,9.300000191,5,0,183
US-2017-133361,AJ-10780,TEC-AC-10003280,34,825,773,89.97000122,18.89369965,3,0,184
US-2017-133361,AJ-10780,OFF-LA-10004544,34,825,773,74,37,5,0,185
CA-2017-111577,AJ-10780,OFF-PA-10000062,543,1116,1051,307.776001,111.5688019,7,0.200000003,186
US-2017-133361,AJ-10780,OFF-AR-10003045,34,825,773,14.69999981,6.614999771,5,0,187
CA-2016-157000,AM-10360,OFF-PA-10001950,210,72,71,20.01600075,6.255000114,3,0.200000003,188
CA-2016-157000,AM-10360,OFF-ST-10001328,210,72,71,37.22399902,3.72239995,3,0.200000003,189
CA-2017-109701,AM-10360,OFF-BI-10004187,324,208,735,9.024000168,3.158400059,6,0.200000003,190
CA-2017-109701,AM-10360,OFF-BI-10000632,324,208,735,69.45600128,22.57320023,2,0.200000003,191
CA-2017-109701,AM-10360,OFF-PA-10003724,324,208,735,10.85999966,5.321400166,2,0,192
CA-2017-109701,AM-10360,OFF-AR-10001868,324,208,735,10.07999992,5.039999962,6,0,193
US-2015-107944,AM-10360,OFF-PA-10000659,323,271,1373,192.7200012,92.50559998,11,0,194
US-2015-107944,AM-10360,TEC-AC-10000736,323,271,1373,239.9700012,86.3891983,3,0,195
CA-2017-109701,AM-10360,OFF-AP-10002765,324,208,735,79.47000122,22.25160027,3,0,196
CA-2017-161340,AM-10360,FUR-BO-10004709,99,868,1248,115.9599991,-64.93759918,4,0.5,197
CA-2017-161340,AM-10360,OFF-PA-10002464,99,868,1248,13.87199974,5.028600216,3,0.200000003,198
CA-2014-132542,AM-10360,OFF-BI-10004099,422,666,304,15.35999966,7.679999828,2,0,199
CA-2017-157903,AM-10705,TEC-PH-10004345,147,921,186,383.8399963,47.97999954,4,0.200000003,200
CA-2014-145387,AM-10705,FUR-FU-10000023,127,311,1376,17.67000008,7.774799824,3,0,201
CA-2015-100573,AM-10705,OFF-EN-10000461,322,69,250,17.47999954,8.215600014,2,0,202
CA-2014-145387,AM-10705,OFF-BI-10004001,127,311,1376,34.08000183,15.67679977,2,0,203
CA-2014-145387,AM-10705,FUR-FU-10002364,127,311,1376,14.76000023,4.280399799,2,0,204
CA-2014-145387,AM-10705,FUR-TA-10003238,127,311,1376,385.6860046,-60.60779953,1,0.300000012,205
CA-2014-145387,AM-10705,FUR-CH-10002320,127,311,1376,1604.900024,481.4700012,5,0,206
CA-2014-145387,AM-10705,OFF-AR-10001683,127,311,1376,49.25,18.71500015,5,0,207
CA-2014-145387,AM-10705,OFF-PA-10002195,127,311,1376,10.15999985,4.77519989,2,0,208
US-2017-124821,AM-10705,FUR-TA-10000688,546,441,988,871.4000244,148.1380005,4,0,209
CA-2015-151470,AM-10705,OFF-BI-10004040,298,592,618,45.58399963,16.52420044,11,0.200000003,210
CA-2017-104731,AM-10705,FUR-BO-10003441,518,705,678,302.9400024,69.67620087,3,0,211
CA-2016-145905,AM-10705,FUR-CH-10001854,26,663,128,350.980011,84.23519897,1,0,212
CA-2016-145905,AM-10705,OFF-ST-10003716,26,663,128,900.0800171,117.0103989,4,0,213
CA-2016-145905,AM-10705,OFF-PA-10000533,26,663,128,13.07999992,6.016799927,2,0,214
CA-2017-104731,AM-10705,OFF-AR-10003727,518,705,678,101.9400024,29.56259918,6,0,215
CA-2017-104731,AM-10705,FUR-FU-10003274,518,705,678,8.800000191,3.871999979,5,0,216
CA-2017-104731,AM-10705,OFF-AR-10003829,518,705,678,19.68000031,5.70720005,6,0,217
CA-2017-104731,AM-10705,OFF-BI-10003355,518,705,678,14.93999958,7.171199799,3,0,218
CA-2017-104731,AM-10705,OFF-SU-10003505,518,705,678,231.7200012,11.58600044,2,0,219
CA-2017-104731,AM-10705,TEC-PH-10002660,518,705,678,271.9599915,67.98999786,4,0,220
CA-2015-138457,AM-10705,OFF-BI-10000014,262,1097,402,13.09200001,-10.03719997,4,0.699999988,221
CA-2016-148096,AO-10810,FUR-TA-10004152,326,1414,1212,161.2799988,12.09599972,2,0.200000003,222
CA-2017-140844,AR-10405,OFF-PA-10003892,400,28,761,97.81999969,45.97539902,2,0,223
CA-2017-140844,AR-10405,TEC-AC-10001101,400,28,761,103.1200027,10.31200027,8,0,224
CA-2014-157882,AR-10405,FUR-TA-10001866,325,479,304,143.4320068,3.585799932,1,0.200000003,225
CA-2014-157882,AR-10405,FUR-CH-10002774,325,479,304,122.3519974,13.7645998,3,0.200000003,226
US-2017-134481,AR-10405,FUR-TA-10004915,191,362,134,1488.42395,-297.6848145,7,0.300000012,227
CA-2015-164427,AR-10405,TEC-AC-10004469,229,366,764,239.6999969,105.4680023,6,0,228
CA-2017-149468,AR-10405,OFF-BI-10002225,585,934,934,41.27999878,19.81439972,2,0,229
US-2014-105767,AR-10510,OFF-BI-10000848,451,1166,442,3.282000065,-2.6256001,2,0.699999988,230
US-2014-105767,AR-10510,OFF-AR-10001246,451,1166,442,21.16799927,2.381400108,9,0.200000003,231
US-2014-105767,AR-10510,TEC-PH-10003092,451,1166,442,55.18799973,-10.11779976,2,0.400000006,232
CA-2017-111808,AR-10510,OFF-BI-10004656,589,165,522,10.80000019,5.184000015,5,0,233
CA-2015-112319,AR-10510,OFF-PA-10003441,322,695,163,58.31999969,27.99360085,9,0,234
CA-2016-147536,AR-10510,TEC-AC-10003280,399,123,1280,89.97000122,18.89369965,3,0,235
CA-2014-115056,AR-10510,OFF-AP-10003971,112,1064,1064,26.13599968,1.960199952,3,0.200000003,236
CA-2016-162901,AS-10045,OFF-ST-10000649,19,933,844,31.39999962,7.849999905,2,0,237
CA-2016-148747,AS-10045,FUR-BO-10002613,529,1227,884,477.6659851,84.29399872,2,0.150000006,238
CA-2017-162691,AS-10045,OFF-PA-10003729,31,209,569,36.2879982,12.70079994,7,0.200000003,239
CA-2017-162691,AS-10045,TEC-MA-10000488,31,209,569,1439.982056,-263.9967041,3,0.400000006,240
CA-2017-101749,AS-10045,FUR-TA-10001520,438,258,1120,171.2879944,-6.423299789,3,0.200000003,241
US-2017-147655,AS-10045,OFF-BI-10002931,480,334,521,88.0739975,-58.7159996,7,0.699999988,242
CA-2017-113481,AS-10045,OFF-BI-10003694,262,904,345,15.65999985,-12.52799988,5,0.699999988,243
CA-2017-113481,AS-10045,OFF-BI-10000474,262,904,345,28.85400009,-21.1595993,6,0.699999988,244
CA-2017-113481,AS-10045,TEC-MA-10002178,262,904,345,695.7000122,-27.82799911,2,0.5,245
US-2014-150126,AS-10045,OFF-PA-10002709,400,995,1043,65.77999878,32.23220062,11,0,246
CA-2017-162929,AS-10135,OFF-PA-10002986,400,819,982,13.35999966,6.412799835,2,0,247
CA-2017-162929,AS-10135,OFF-BI-10000404,400,819,982,41.27999878,13.93200016,6,0.200000003,248
CA-2016-149461,AS-10135,FUR-FU-10004270,28,195,170,4.179999828,1.504799962,1,0,249
CA-2015-143700,AS-10240,OFF-PA-10003072,452,932,932,10.36800003,3.628799915,2,0.200000003,250
CA-2017-101049,AS-10240,OFF-BI-10001510,99,1140,441,41.25600052,-34.38000107,6,0.699999988,251
CA-2017-101049,AS-10240,FUR-FU-10004415,99,1140,441,17.92000008,2.463999987,5,0.200000003,252
CA-2014-128538,AS-10240,OFF-EN-10001219,482,237,974,7.639999866,3.743599892,1,0,253
CA-2015-150749,AS-10240,OFF-AR-10003732,562,210,1081,5.559999943,1.445600033,2,0,254
CA-2016-114405,AS-10240,OFF-AP-10003278,450,66,1340,33.52799988,2.514600039,3,0.200000003,255
CA-2016-114405,AS-10240,OFF-ST-10001627,450,66,1340,36.74399948,3.674400091,3,0.200000003,256
CA-2014-149958,AS-10240,OFF-BI-10000773,571,1229,4,7.217999935,-5.533800125,3,0.699999988,257
CA-2014-149958,AS-10240,OFF-PA-10002120,571,1229,4,131.904007,47.81520081,3,0.200000003,258
CA-2014-149958,AS-10240,OFF-ST-10001490,571,1229,4,142.776001,17.84700012,1,0.200000003,259
CA-2014-149958,AS-10240,FUR-FU-10001756,571,1229,4,45.69599915,5.140799999,3,0.200000003,260
CA-2014-149958,AS-10240,OFF-BI-10001543,571,1229,4,43.18799973,-31.6711998,4,0.699999988,261
CA-2016-118913,AS-10240,OFF-AP-10000692,327,1247,149,60.81000137,17.02680016,3,0,262
CA-2017-102407,AT-10435,OFF-AP-10001394,322,1017,273,189,68.04000092,1,0,263
